,State,State.Code,Year,Deaths,Population,Homicide_num,Year.month,Month.code,Unemployment_adj,Firearm.suicides,Suicides,Paid.Hunting.License.Holders,Annual.Burglary.Rate,Personal.income.per.capita..dollars.,Annual.robbery.rate,Annual.incarceration.rate,Number.of.sworn.officers.per.1.000.U.S..residents,Percentage.of.republican.voters.in.presidential.election,Num_pop_over15,Proportion.of.population.hispanic,Proportion.of.population.AA.or.B,Percentage.4.year.bachelors.or.above..25.years.old.and.over,Proportion.of.15.24,Density,Gallons.of.ethanol,Num_pov,MSA,Prop_male,homicide_total,prop_urban,p100khomicide_firearm,homicide_exclfirearm,p100khomicide_exclfirearm,p100khomicide_firearm_m6,time,Case
288,Florida,12,2003,15640,17004085,47,2003/01,1,5.4,115,195,NA,NA,31927,NA,463,NA,NA,13847884,18.5857,15.5581,25.8,12.80763417,NA,2351866,16884,NA,NA,83,NA,0.27640417,36,0.211713832,0.301720782,49,1
289,Florida,12,2003,13800,17004085,45,2003/02,2,10.2,85,174,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73,NA,0.26464229,28,0.164666314,0.305678931,50,1
290,Florida,12,2003,14611,17004085,54,2003/03,3,10.4,116,203,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87,NA,0.317570748,33,0.194071013,0.311689809,51,1
291,Florida,12,2003,14104,17004085,63,2003/04,4,10.6,130,214,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85,NA,0.370499207,22,0.129380675,0.320511218,52,1
292,Florida,12,2003,13897,17004085,56,2003/05,5,10.7,119,214,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84,NA,0.329332628,28,0.164666314,0.345995291,53,1
293,Florida,12,2003,13332,17004085,53,2003/06,6,10.7,120,209,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,NA,0.311689809,37,0.217594772,0.343054821,54,1
294,Florida,12,2003,13732,17004085,56,2003/07,7,10.7,110,205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84,NA,0.329332628,28,0.164666314,0.344034977,55,1
295,Florida,12,2003,13401,17004085,71,2003/08,8,10.7,104,201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,101,NA,0.417546725,30,0.176428194,0.343054821,56,1
296,Florida,12,2003,13002,17004085,51,2003/09,9,10.8,74,166,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82,NA,0.299927929,31,0.182309133,0.335213568,57,1
297,Florida,12,2003,13774,17004085,64,2003/10,10,10.9,105,194,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,92,NA,0.376380146,28,0.164666314,0.330089416,58,1
298,Florida,12,2003,13449,17004085,55,2003/11,11,11,79,159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73,NA,0.323451688,18,0.105856916,0.306434866,59,1
299,Florida,12,2003,15915,17004085,45,2003/12,12,11.2,85,163,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,NA,0.26464229,25,0.147023495,0.30238345,60,1
300,Florida,12,2004,16630,17415318,52,2004/01,1,4.8,94,190,NA,956.7,34042,956.7,486,2.59,0.521,14212100,19.1284,15.6544,26,12.98203111,NA,6716064,17419,NA,NA,81,NA,0.298587715,29,0.166520072,0.291332068,61,1
301,Florida,12,2004,14056,17415318,48,2004/02,2,5.6,112,208,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82,NA,0.275619429,34,0.195230429,0.293887156,62,1
302,Florida,12,2004,14708,17415318,48,2004/03,3,5.5,97,205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75,NA,0.275619429,27,0.155035929,0.30145875,63,1
303,Florida,12,2004,13977,17415318,54,2004/04,4,5.5,90,181,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84,NA,0.310071857,30,0.172262143,0.307200822,64,1
304,Florida,12,2004,13765,17415318,59,2004/05,5,5.4,103,211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84,NA,0.338782215,25,0.143551786,0.321556,65,1
305,Florida,12,2004,13452,17415318,54,2004/06,6,5.4,101,204,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96,NA,0.310071857,42,0.241167,0.323470024,66,1
306,Florida,12,2004,13435,17415318,58,2004/07,7,5.3,97,201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,111,NA,0.333040143,53,0.304329786,0.321556,67,1
307,Florida,12,2004,13464,17415318,63,2004/08,8,5.3,100,194,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94,NA,0.3617505,31,0.178004214,0.324427036,68,1
308,Florida,12,2004,13504,17415318,50,2004/09,9,5.4,105,200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87,NA,0.287103572,37,0.212456643,0.317727953,69,1
309,Florida,12,2004,13898,17415318,52,2004/10,10,5.4,95,213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87,NA,0.298587715,35,0.2009725,0.302388572,70,1
310,Florida,12,2004,13314,17415318,62,2004/11,11,5.5,111,205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78,NA,0.356008429,16,0.091873143,0.27385702,71,1
311,Florida,12,2004,14805,17415318,47,2004/12,12,5.6,92,177,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73,NA,0.269877357,26,0.149293857,0.270844352,72,1
312,Florida,12,2005,15142,17842038,43,2005/01,1,4.2,89,198,NA,927.4,36294,927.4,499,NA,NA,14594615,19.7515,15.7812,25.4,13.08793312,NA,1410222,17845,NA,NA,81,NA,0.241003858,38,0.212980154,0.267785907,73,1
313,Florida,12,2005,14346,17842038,34,2005/02,2,6.6,88,187,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56,NA,0.19056119,22,0.1233043,0.249552602,74,1
314,Florida,12,2005,15815,17842038,48,2005/03,3,6.5,97,195,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,NA,0.269027563,32,0.179351709,0.260620452,75,1
315,Florida,12,2005,14655,17842038,50,2005/04,4,6.4,109,207,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74,NA,0.280237045,24,0.134513781,0.285841786,76,1
316,Florida,12,2005,14237,17842038,44,2005/05,5,6.4,87,196,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81,NA,0.246608599,37,0.207375413,0.305458379,77,1
317,Florida,12,2005,13219,17842038,60,2005/06,6,6.4,96,196,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93,NA,0.336284454,33,0.184956449,0.300787761,78,1
318,Florida,12,2005,13789,17842038,70,2005/07,7,6.4,100,206,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,103,NA,0.392331863,33,0.184956449,0.308260749,79,1
319,Florida,12,2005,13770,17842038,55,2005/08,8,6.5,113,208,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84,NA,0.308260749,29,0.162537486,0.322272601,80,1
320,Florida,12,2005,13407,17842038,43,2005/09,9,6.4,103,203,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,NA,0.241003858,27,0.151328004,0.328811466,81,1
321,Hawaii,15,1999,776,1210300,5,1999/01,1,5.9,3,13,9346,794.7,27475,794.7,320,NA,NA,164244,7.2543,2.5747,26.2,13.57051971,NA,1229787,1225,NA,NA,7,NA,0.413120714,2,0.165248286,0.358037952,1,0
322,Hawaii,15,1999,714,1210300,1,1999/02,2,11.8,0,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,0.082624143,4,0.330496571,0.358037952,2,0
323,Hawaii,15,1999,710,1210300,4,1999/03,3,11.6,6,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,0.330496571,4,0.330496571,0.358037952,3,0
324,Hawaii,15,1999,666,1210300,9,1999/04,4,11.5,1,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,0.743617285,-2,-0.165248286,0.330496571,4,0
325,Hawaii,15,1999,666,1210300,6,1999/05,5,11.4,4,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,0.495744857,-1,-0.082624143,0.413120714,5,0
326,Hawaii,15,1999,648,1210300,1,1999/06,6,11.2,2,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0.082624143,-1,-0.082624143,0.426891404,6,0
327,Hawaii,15,1999,648,1210300,3,1999/07,7,11.1,8,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,0.247872428,2,0.165248286,0.385579333,7,0
328,Hawaii,15,1999,698,1210300,7,1999/08,8,10.9,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,0.578368999,-1,-0.082624143,0.316725881,8,0
329,Hawaii,15,1999,614,1210300,5,1999/09,9,10.8,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,0.413120714,-2,-0.165248286,0.30295519,9,0
330,Hawaii,15,1999,669,1210300,6,1999/10,10,10.6,5,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,0.495744857,-2,-0.165248286,0.31666964,10,0
331,Hawaii,15,1999,674,1210300,1,1999/11,11,10.5,3,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,0.082624143,5,0.413120714,0.275301328,11,0
332,Hawaii,15,1999,787,1210300,0,1999/12,12,10.4,6,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,0,3,0.247872428,0.206447876,12,0
333,Hawaii,15,2000,800,1211537,4,2000/01,1,4.7,0,16,9255,880.3,28931,880.3,302,2.71,0.3746,967657,7.2507,1.8902,26.3,13.64288487,188.6,18681085,1195,1004397,NA,3,0.900019976,0.330159128,-1,-0.082539782,0.123823733,13,0
334,Hawaii,15,2000,676,1211537,4,2000/02,2,7.5,1,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,0.330159128,-1,-0.082539782,0.165079564,14,0
335,Hawaii,15,2000,688,1211537,0,2000/03,3,7.5,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,0,4,0.330159128,0.247619346,15,0
336,Hawaii,15,2000,680,1211537,0,2000/04,4,7.5,1,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,0,5,0.412698911,0.275132607,16,0
337,Hawaii,15,2000,704,1211537,4,2000/05,5,7.4,1,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,0.330159128,5,0.412698911,0.316402498,17,0
338,Hawaii,15,2000,683,1211537,6,2000/06,6,7.3,8,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,0.495238693,-3,-0.247619346,0.357672389,18,0
339,Hawaii,15,2000,667,1211537,6,2000/07,7,7.2,5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0.495238693,-5,-0.412698911,0.426455541,19,0
340,Hawaii,15,2000,694,1211537,7,2000/08,8,7.1,0,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,0.577778475,-2,-0.165079564,0.412698911,20,0
341,Hawaii,15,2000,641,1211537,3,2000/09,9,7.2,5,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,0.247619346,1,0.082539782,0.330159128,21,0
342,Hawaii,15,2000,676,1211537,5,2000/10,10,7.4,5,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,0.412698911,-2,-0.165079564,0.342783796,22,0
343,Hawaii,15,2000,656,1211537,3,2000/11,11,7.7,8,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0.247619346,-3,-0.247619346,0.287272148,23,0
344,Hawaii,15,2000,725,1211537,0,2000/12,12,8,8,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,0,7,0.577778475,0.300381942,24,0
345,Hawaii,15,2001,756,1225948,7,2001/01,1,4,8,6,8867,909.7,29648,909.7,298,NA,NA,980882,7.4592,2.0365,27.9,13.86983787,NA,4157165,1205,NA,NA,4,NA,0.570986698,-3,-0.244708585,0.285978476,25,0
346,Hawaii,15,2001,670,1225948,3,2001/02,2,7,5,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,0.244708585,6,0.489417169,0.353467956,26,0
347,Hawaii,15,2001,729,1225948,4,2001/03,3,7.1,9,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,0.326278113,-1,-0.081569528,0.39425272,27,0
348,Hawaii,15,2001,679,1225948,4,2001/04,4,7.1,7,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0.326278113,-3,-0.244708585,0.353467956,28,0
349,Hawaii,15,2001,726,1225948,8,2001/05,5,7.2,9,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,0.652556226,1,0.081569528,0.353467956,29,0
350,Hawaii,15,2001,648,1225948,3,2001/06,6,7.2,2,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,0.244708585,3,0.244708585,0.312683192,30,0
351,Hawaii,15,2001,694,1225948,4,2001/07,7,7.2,7,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,0.326278113,1,0.081569528,0.380657798,31,0
352,Hawaii,15,2001,738,1225948,3,2001/08,8,7.2,8,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0.244708585,-3,-0.244708585,0.312683192,32,0
353,Hawaii,15,2001,719,1225948,9,2001/10,10,7.2,3,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,0.734125754,-6,-0.489417169,0.325229058,34,0
354,Hawaii,15,2001,641,1225948,3,2001/11,11,7.3,3,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0.244708585,-3,-0.244708585,0.284444294,35,0
355,Hawaii,15,2001,752,1225948,1,2001/12,12,7.3,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,0.081569528,8,0.652556226,0.270849372,36,0
356,Hawaii,15,2002,819,1239613,7,2002/01,1,5.1,3,5,NA,NA,30693,NA,308,NA,NA,994688,7.6672,2.1164,26.8,13.98057297,NA,22408116,1219,NA,NA,7,NA,0.564692368,0,0,0.161940136,37,0
357,Hawaii,15,2002,732,1239613,0,2002/02,2,4.2,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,0,2,0.161340676,0.121155372,38,0
358,Hawaii,15,2002,781,1239613,0,2002/03,3,4.2,4,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0,1,0.080670338,0.14789562,39,0
359,Hawaii,15,2002,692,1239613,1,2002/04,4,4.3,7,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0.080670338,-1,-0.080670338,0.094115395,40,0
360,Hawaii,15,2002,708,1239613,0,2002/05,5,4.4,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0,1,0.080670338,0.161340676,41,0
361,Hawaii,15,2002,754,1239613,3,2002/06,6,4.6,3,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,0.242011015,2,0.161340676,0.201675846,42,0
362,Hawaii,15,2002,741,1239613,3,2002/07,7,4.8,9,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,0.242011015,1,0.080670338,0.201675846,43,0
363,Hawaii,15,2002,730,1239613,5,2002/08,8,5,7,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0.403351691,-4,-0.322681353,0.282346184,44,0
364,Hawaii,15,2002,664,1239613,3,2002/09,9,5.3,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,0.242011015,2,0.161340676,0.29579124,45,0
365,Hawaii,15,2002,696,1239613,1,2002/10,10,5.6,2,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0.080670338,-1,-0.080670338,0.335382283,46,0
366,Hawaii,15,2002,699,1239613,6,2002/11,11,5.8,7,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,0.484022029,2,0.161340676,0.334762178,47,0
367,Hawaii,15,2002,785,1239613,4,2002/12,12,6,9,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,0.322681353,2,0.161340676,0.387674256,48,0
368,Hawaii,15,2003,802,1251154,6,2003/01,1,3.8,9,11,NA,913.6,31850,913.6,325,NA,NA,1006257,7.8066,2.0365,27,14.08619562,NA,2316869,1250,NA,NA,9,NA,0.479557273,3,0.239778636,0.440834377,49,0
369,Hawaii,15,2003,749,1251154,5,2003/02,2,10.2,5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0.399631061,-5,-0.399631061,0.453411286,50,0
370,Hawaii,15,2003,714,1251154,7,2003/03,3,10.2,0,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0.559483485,-6,-0.479557273,0.479557273,51,0
371,Hawaii,15,2003,685,1251154,5,2003/04,4,10.1,4,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,0.399631061,0,0,0.439594167,52,0
372,Hawaii,15,2003,757,1251154,7,2003/05,5,10.2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,0.559483485,2,0.159852424,0.466236237,53,0
373,Hawaii,15,2003,708,1251154,6,2003/06,6,10.3,5,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,0.479557273,1,0.079926212,0.492878308,54,0
374,Hawaii,15,2003,773,1251154,3,2003/07,7,10.3,2,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,0.239778636,1,0.079926212,0.519520379,55,0
375,Hawaii,15,2003,755,1251154,7,2003/08,8,10.3,9,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0.559483485,-7,-0.559483485,0.506199343,56,0
376,Hawaii,15,2003,718,1251154,9,2003/09,9,10.2,9,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0.719335909,-9,-0.719335909,0.506199343,57,0
377,Hawaii,15,2003,751,1251154,7,2003/10,10,10.1,5,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,0.559483485,0,0,0.531669153,58,0
378,Hawaii,15,2003,750,1251154,6,2003/11,11,9.9,1,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0.479557273,-5,-0.399631061,0.556201155,59,0
379,Hawaii,15,2003,816,1251154,6,2003/12,12,9.7,4,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,0.479557273,0,0,0.436311836,60,0
380,Hawaii,15,2004,862,1273569,5,2004/01,1,3.9,5,8,NA,857.8,33830,857.8,329,2.46,0.4526,1025937,7.9608,1.9246,26.6,14.04753099,NA,6670737,1244,NA,NA,4,NA,0.392597496,-1,-0.078519499,0.343064589,61,0
381,Hawaii,15,2004,759,1273569,9,2004/02,2,6.5,7,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0.706675492,-9,-0.706675492,0.289311543,62,0
382,Hawaii,15,2004,795,1273569,0,2004/03,3,7.1,7,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,0,5,0.392597496,0.28790483,63,0
383,Hawaii,15,2004,722,1273569,0,2004/04,4,7.8,0,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,0,9,0.706675492,0.235558497,64,0
384,Hawaii,15,2004,765,1273569,2,2004/05,5,8.5,7,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0.157038998,-1,-0.078519499,0.117779249,65,0
385,Hawaii,15,2004,724,1273569,6,2004/06,6,9.1,6,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,0.471116995,0,0,0.222471914,66,0
386,Hawaii,15,2004,722,1273569,1,2004/07,7,9.4,3,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0.078519499,0,0,0.314077997,67,0
387,Hawaii,15,2004,748,1273569,0,2004/08,8,9.5,7,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,0,7,0.549636494,0.379510913,68,0
388,Hawaii,15,2004,704,1273569,8,2004/09,9,9.4,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,0.628155993,-4,-0.314077997,0.340251163,69,0
389,Hawaii,15,2004,736,1273569,7,2004/10,10,9.2,10,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0.549636494,-7,-0.549636494,0.378735069,70,0
390,Hawaii,15,2004,716,1273569,7,2004/11,11,9.1,1,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0.549636494,-7,-0.549636494,0.391627691,71,0
391,Hawaii,15,2004,777,1273569,3,2004/12,12,9,9,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,0.235558497,1,0.078519499,0.351398137,72,0
392,Hawaii,15,2005,818,1292729,4,2005/01,1,3.1,3,13,NA,769,35669,769,340,NA,NA,1045998,8.0958,1.9388,30.4,14.07108528,NA,1483629,1274,NA,NA,0,NA,0.309422934,-4,-0.309422934,0.324255166,73,0
393,Hawaii,15,2005,758,1292729,1,2005/02,2,5.5,2,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0.077355733,-1,-0.077355733,0.322897439,74,0
394,Hawaii,15,2005,840,1292729,5,2005/03,3,5.5,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,0.386778667,0,0,0.322315556,75,0
395,Hawaii,15,2005,755,1292729,5,2005/04,4,5.4,7,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,0.386778667,-3,-0.2320672,0.296530312,76,0
396,Hawaii,15,2005,828,1292729,7,2005/05,5,5.4,1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,0.541490134,0,0,0.322315556,77,0
397,Hawaii,15,2005,709,1292729,3,2005/06,6,5.5,9,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,0.2320672,6,0.464134401,0.360993423,78,0
398,Hawaii,15,2005,720,1292729,2,2005/07,7,5.5,6,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,0.154711467,5,0.386778667,0.360993423,79,0
399,Hawaii,15,2005,753,1292729,3,2005/08,8,5.6,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,0.2320672,1,0.077355733,0.322315556,80,0
400,Hawaii,15,2005,720,1292729,8,2005/09,9,5.8,0,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0.618845868,-7,-0.541490134,0.283637689,81,0
401,Iowa,19,1999,2669,2917634,0,1999/01,1,2.7,16,23,275780,592.9,25868,592.9,252,NA,NA,428013,2.4672,2.2378,21.7,14.66986606,NA,1309479,2856,NA,NA,1,NA,0,1,0.034274347,0.125672605,1,0
402,Iowa,19,1999,2450,2917634,2,1999/02,2,5.9,11,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,0.068548694,2,0.068548694,0.125672605,2,0
403,Iowa,19,1999,2819,2917634,3,1999/03,3,5.8,21,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,0.102823041,6,0.205646082,0.125672605,3,0
404,Iowa,19,1999,2255,2917634,4,1999/04,4,5.8,3,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,0.137097388,4,0.137097388,0.125672605,4,0
